,precision,recall,f1-score,support
37,0.8334518192981323,0.9432416617905208,0.8849545376565447,13672.0
41,0.8099833823341429,0.8859140160782943,0.8462488731594938,14305.0
45,0.7243563427364964,0.8976669816120357,0.801752677702045,13759.0
35,0.8405825368961706,0.923697935271844,0.8801824494519709,13997.0
39,0.7818794078403964,0.8739436119593779,0.8253521126760562,14081.0
43,0.823256094617427,0.9625370396500635,0.8874650361022574,14174.0
31,0.47187664271946733,0.3780975780975781,0.41981371058887723,14245.0
32,0.4660303776683087,0.3194737582664978,0.3790800567660072,14214.0
33,0.4982764023816985,0.34388292120250885,0.4069271455383041,13871.0
28,0.4710986703988803,0.45105527638190956,0.46085914769810027,14925.0
29,0.4130066726421671,0.29065040650406504,0.34119050557406716,14268.0
30,0.3656640065479844,0.2528296547821166,0.2989544123797574,14136.0
36,0.7576205431368926,0.8476643241008681,0.8001170617500731,14514.0
40,0.7704081632653061,0.8696446130074449,0.8170240844605741,14238.0
44,0.6946612335106016,0.7562974659748853,0.724170206638347,13299.0
34,0.80316800830953,0.8411748708186021,0.82173219978746,14708.0
38,0.7387131401149207,0.8129386422069349,0.7740505491597194,14391.0
42,0.7429106808244847,0.8531057237125234,0.79420405982906,13942.0
accuracy,0.6934784230133588,0.6934784230133588,0.6934784230133588,0.6934784230133588
macro avg,0.6670524514023893,0.6946564711898928,0.6757821570510396,254739.0
weighted avg,0.6663598042928215,0.6934784230133588,0.6748737894861521,254739.0
