,precision,recall,f1-score,support
28,0.25214700681990404,0.26753768844221104,0.2596144468645363,14925.0
29,0.15688760806916427,0.09538828146902159,0.1186418515451336,14268.0
30,0.13322856643967174,0.0539756649688738,0.07682625988017923,14136.0
31,0.20526178692367805,0.16595296595296596,0.18352612374815622,14245.0
32,0.09954579863739592,0.037005768960180103,0.053954251718124936,14214.0
33,0.28755154133123895,0.211159974046572,0.24350500893710772,13871.0
34,0.3647089397089397,0.4770872994288822,0.4133969600565571,14708.0
35,0.47478710171275473,0.7090090733728656,0.5687268976188429,13997.0
36,0.389731292756894,0.38073584125671767,0.3851810546126233,14514.0
37,0.2909476233726915,0.28115857226448215,0.2859693497991371,13672.0
38,0.23824326478558902,0.20769925647974427,0.22192523295095964,14391.0
39,0.3965025424779859,0.4540870676798523,0.42334558214983287,14081.0
40,0.4879010891963497,0.5820339935384183,0.5308266342119592,14238.0
41,0.37056093623890235,0.5135267389024817,0.4304843388320784,14305.0
42,0.31443268491692783,0.3814373834457036,0.344709123318749,13942.0
43,0.2744446123620976,0.38436574008748414,0.32023512123438647,14174.0
44,0.38506992318298205,0.44101060230092487,0.4111461619348054,13299.0
45,0.4226309476209516,0.38411221745766405,0.4024520255863539,13759.0
accuracy,0.3343775393638194,0.3343775393638194,0.3343775393638194,0.3343775393638194
macro avg,0.308032403697451,0.3348491183363914,0.31524813472219576,254739.0
weighted avg,0.3074750417427577,0.3343775393638194,0.314731553676829,254739.0
