,precision,recall,f1-score,support
28,0.4482478140039314,0.4430820770519263,0.44564997641350496,14925.0
29,0.38080467110665084,0.29254275301373706,0.3308890562447977,14268.0
30,0.3471082649589754,0.24540181097906055,0.2875259013675922,14136.0
31,0.4303064538906934,0.4277992277992278,0.4290491780195022,14245.0
32,0.41114512063377745,0.3213029407626284,0.3607140036332043,14214.0
33,0.4790370294807712,0.3385480498882561,0.3967221424347385,13871.0
34,0.8318902357799387,0.8491977155289638,0.8404548819056591,14708.0
35,0.8496981891348089,0.9051225262556262,0.8765350953056353,13997.0
36,0.782557988855773,0.8321620504340637,0.8065981033791906,14514.0
37,0.825576021654453,0.9146430661205384,0.8678302508761581,13672.0
38,0.7510540184453228,0.7922312556458898,0.7710933008690948,14391.0
39,0.7678010638979683,0.8507918471699453,0.8071688451691146,14081.0
40,0.7919760323042855,0.8540525354684647,0.8218437415517706,14238.0
41,0.8128261013143121,0.8603285564487941,0.8359030088976431,14305.0
42,0.7851905198376326,0.8602065700760293,0.8209884994523549,13942.0
43,0.8452546442562872,0.943770283617892,0.8917999999999999,14174.0
44,0.6957880434782608,0.7701330927137379,0.7310753417323957,13299.0
45,0.735493732803424,0.8742641180318337,0.7988975227468951,13759.0
accuracy,0.6863652601289948,0.6863652601289948,0.6863652601289948,0.6863652601289948
macro avg,0.6650975525465147,0.6875322487225898,0.673374380555514,254739.0
weighted avg,0.6643927799950516,0.6863652601289948,0.6724679193040703,254739.0
